timestamp,team1,team1_shape,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
"3:45 AM CT,January 18, 2021",INT,3-5-2_L,Samir Handanovic,Stefan de Vrij,Alessandro Bastoni,Milan Skriniar,Ivan Perisic,Marcelo Brozovic,Nicolò Barella,Arturo Vidal,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,JUV,3-4-1-2_R,Wojciech Szczesny,Giorgio Chiellini,Leonardo Bonucci,Danilo3,Gianluca Frabotta,Weston McKennie,Adrien Rabiot,Juan Cuadrado,Aaron Ramsey,Cristiano Ronaldo,Dejan Kulusevski,1,2-0
"3:45 AM CT,January 19, 2021",CAG,4-1-4-1_L,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,MIL,4-2-3-1_R,Gianluigi Donnarumma,Theo Hernández,Matteo Gabbia,Simon Kjaer,Davide Calabria,Ismaël Bennacer,Franck Kessié,Ante Rebic,Hakan Calhanoglu,Samu Castillejo,Zlatan Ibrahimovic,-1,0-2
"10:00 PM CT,January 20, 2021",UDI,3-5-2_L,Juan Musso,Samir,Sebastian De Maio,Rodrigo Becão,Marvin Zeegelaar,Mamadou Coulibaly,Tolgay Arslan,Rodrigo De Paul,Hidde ter Avest,Stefano Okaka,Kevin Lasagna,ATA,3-4-1-2_R,Marco Sportiello,Bosko Sutalo,Mattia Caldara,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Papu Gómez,Duván Zapata,Luis Muriel,0,1-1
"3:45 AM CT,January 23, 2021",BEN,3-5-2_L,Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,TOR,3-5-2_R,Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,0,2-2
"10:00 PM CT,January 23, 2021",ROMA,3-4-2-1_L,Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,SPE,4-3-3-a_R,Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,1,4-3
"1:00 AM CT,January 24, 2021",MIL,4-2-3-1_L,Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,ATA,3-4-1-2_R,Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,-1,0-3
"1:00 AM CT,January 24, 2021",UDI,3-5-2_L,Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,INT,3-5-2_R,Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,0,0-0
"3:45 AM CT,January 24, 2021",FIO,3-5-2_L,Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,CRO,3-5-2_R,Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,1,2-1
"7:30 PM CT,January 24, 2021",JUV,4-4-2_L,Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,BOL,4-2-3-1_R,Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,1,2-0
"10:00 PM CT,January 24, 2021",GEN,3-5-2_L,Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,CAG,4-1-4-1_R,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,1,1-0
"10:00 PM CT,January 24, 2021",VER,3-4-2-1_L,Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,NAP,4-2-3-1_R,Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,1,3-1
"1:00 AM CT,January 25, 2021",LAZ,3-5-2_L,Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,SAS,4-2-3-1_R,Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,1,2-1
"3:45 AM CT,January 25, 2021",PAR,4-1-2-1-2_L,Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,SAM,4-1-2-1-2_R,Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,-1,0-2
"3:45 AM CT,January 30, 2021",TOR,3-5-2_L,Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,FIO,3-5-2_R,Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,0,1-1
"10:00 PM CT,January 30, 2021",BOL,4-2-3-1_L,Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,MIL,4-2-3-1_R,Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,-1,1-2
"1:00 AM CT,January 31, 2021",SAM,4-1-2-1-2_L,Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,JUV,4-4-2_R,Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,-1,0-2
"3:45 AM CT,January 31, 2021",INT,3-5-2_L,Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,BEN,3-5-2_R,Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,1,4-0
"7:30 PM CT,January 31, 2021",SPE,4-3-3-a_L,Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,UDI,3-5-2_R,Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,-1,0-1
"10:00 PM CT,January 31, 2021",ATA,3-4-1-2_L,Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,LAZ,3-5-2_R,Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,-1,1-3
"10:00 PM CT,January 31, 2021",CAG,4-1-4-1_L,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,SAS,4-2-3-1_R,Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,0,1-1
"10:00 PM CT,January 31, 2021",CRO,3-5-2_L,Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,GEN,3-5-2_R,Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,-1,0-3
"1:00 AM CT,February 1, 2021",NAP,4-2-3-1_L,Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,PAR,4-1-2-1-2_R,Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,1,2-0
"3:45 AM CT,February 1, 2021",ROMA,3-4-2-1_L,Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,VER,3-4-2-1_R,Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,1,3-1
"3:45 AM CT,February 6, 2021",FIO,3-5-2_L,Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,INT,3-5-2_R,Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,-1,0-2
"10:00 PM CT,February 6, 2021",ATA,3-4-1-2_L,Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,TOR,3-5-2_R,Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,0,3-3
"10:00 PM CT,February 6, 2021",SAS,4-2-3-1_L,Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,SPE,4-3-3-a_R,Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,-1,1-2
"1:00 AM CT,February 7, 2021",JUV,4-4-2_L,Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,ROMA,3-4-2-1_R,Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,1,2-0
"3:45 AM CT,February 7, 2021",GEN,3-5-2_L,Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,NAP,4-2-3-1_R,Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,1,2-1
"7:30 PM CT,February 7, 2021",BEN,3-5-2_L,Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,SAM,4-1-2-1-2_R,Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,0,1-1
"10:00 PM CT,February 7, 2021",MIL,4-2-3-1_L,Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,CRO,3-5-2_R,Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,1,4-0
"10:00 PM CT,February 7, 2021",UDI,3-5-2_L,Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,VER,3-4-2-1_R,Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,1,2-0
"1:00 AM CT,February 8, 2021",PAR,4-1-2-1-2_L,Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,BOL,4-2-3-1_R,Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,-1,0-3
"3:45 AM CT,February 8, 2021",LAZ,3-5-2_L,Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,CAG,4-1-4-1_R,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,1,1-0
"3:45 AM CT,February 13, 2021",BOL,4-2-3-1_L,Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,BEN,3-5-2_R,Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,0,1-1
"10:00 PM CT,February 13, 2021",TOR,3-5-2_L,Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,GEN,3-5-2_R,Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,0,0-0
"1:00 AM CT,February 14, 2021",NAP,4-2-3-1_L,Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,JUV,4-4-2_R,Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,1,1-0
"3:45 AM CT,February 14, 2021",SPE,4-3-3-a_L,Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,MIL,4-2-3-1_R,Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,1,2-0
"7:30 PM CT,February 14, 2021",ROMA,3-4-2-1_L,Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,UDI,3-5-2_R,Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,1,3-0
"10:00 PM CT,February 14, 2021",CAG,4-1-4-1_L,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,ATA,3-4-1-2_R,Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,-1,0-1
"10:00 PM CT,February 14, 2021",SAM,4-1-2-1-2_L,Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,FIO,3-5-2_R,Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,1,2-1
"1:00 AM CT,February 15, 2021",CRO,3-5-2_L,Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,SAS,4-2-3-1_R,Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,-1,1-2
"3:45 AM CT,February 15, 2021",INT,3-5-2_L,Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,LAZ,3-5-2_R,Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,1,3-1
"3:45 AM CT,February 16, 2021",VER,3-4-2-1_L,Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,PAR,4-1-2-1-2_R,Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,1,2-1
"1:30 AM CT,February 20, 2021",FIO,3-5-2_L,Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,SPE,4-3-3-a_R,Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,1,3-0
"3:45 AM CT,February 20, 2021",CAG,4-1-4-1_L,Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,TOR,3-5-2_R,Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,-1,0-1
"10:00 PM CT,February 20, 2021",LAZ,3-5-2_L,Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,SAM,4-1-2-1-2_R,Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,1,1-0
"1:00 AM CT,February 21, 2021",GEN,3-5-2_L,Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,VER,3-4-2-1_R,Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,0,2-2
"3:45 AM CT,February 21, 2021",SAS,4-2-3-1_L,Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,BOL,4-2-3-1_R,Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,0,1-1
"7:30 PM CT,February 21, 2021",PAR,4-1-2-1-2_L,Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,UDI,3-5-2_R,Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,0,2-2
"10:00 PM CT,February 21, 2021",MIL,4-2-3-1_L,Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,INT,3-5-2_R,Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,-1,0-3
"1:00 AM CT,February 22, 2021",ATA,3-4-1-2_L,Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,NAP,4-2-3-1_R,Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,1,4-2
"3:45 AM CT,February 22, 2021",BEN,3-5-2_L,Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,ROMA,3-4-2-1_R,Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,0,0-0
"3:45 AM CT,February 23, 2021",JUV,4-4-2_L,Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,CRO,3-5-2_R,Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,1,3-0
